filepath,class_name,label,patient_id,split
data\brain_tumor\meningioma\Tr-me_473.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_474.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_475.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_476.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_477.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_478.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_479.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_48.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_480.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_481.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_482.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_483.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_484.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_485.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_486.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_487.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_488.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_489.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_49.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_490.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_491.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_492.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_493.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_494.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_495.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_496.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_497.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_498.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_499.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_5.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_50.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_500.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_501.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_502.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_503.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_504.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_505.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_506.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_507.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_508.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_509.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_51.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_510.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_511.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_512.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_513.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_514.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_515.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_516.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_517.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_518.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_519.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_52.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_520.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_521.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_522.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_523.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_524.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_525.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_526.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_527.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_528.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_529.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_53.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_530.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_531.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_532.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_533.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_534.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_535.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_536.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_537.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_538.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_539.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_54.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_540.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_541.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_542.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_543.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_544.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_545.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_546.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_547.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_548.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_549.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_55.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_550.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_551.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_552.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_553.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_554.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_555.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_556.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_557.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_558.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_559.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_56.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_560.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_561.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_562.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_563.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_564.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_565.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_566.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_567.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_568.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_569.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_57.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_570.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_571.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_572.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_573.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_574.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_575.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_576.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_577.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_578.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_579.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_58.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_580.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_581.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_582.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_583.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_584.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_585.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_586.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_587.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_588.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_589.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_59.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_590.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_591.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_592.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_593.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_594.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_595.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_596.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_597.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_598.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_599.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_6.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_60.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_600.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_601.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_602.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_603.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_604.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_605.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_606.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_607.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_608.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_609.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_61.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_610.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_611.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_612.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_613.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_614.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_615.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_616.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_617.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_618.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_619.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_62.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_620.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_621.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_622.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_623.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_624.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_625.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_626.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_627.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_628.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_629.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_63.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_630.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_631.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_632.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_633.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_634.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_635.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_636.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_637.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_638.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_639.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_64.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_640.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_641.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_642.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_643.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_644.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_645.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_646.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_647.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_648.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_649.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_65.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_650.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_651.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_652.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_653.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_654.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_655.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_656.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_657.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_658.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_659.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_66.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_660.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_661.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_662.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_663.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_664.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_665.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_666.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_667.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_668.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_669.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_67.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_670.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_671.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_672.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_673.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_674.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_675.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_676.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_677.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_678.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_679.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_68.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_680.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_681.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_682.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_683.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_684.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_685.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_686.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_687.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_688.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_689.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_69.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_690.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_691.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_692.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_693.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_694.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_695.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_696.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_697.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_698.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_699.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_7.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_70.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_700.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_701.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_702.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_703.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_704.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_705.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_706.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_707.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_708.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_709.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_71.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_710.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_711.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_712.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_713.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_714.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_715.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_716.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_717.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_718.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_719.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_72.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_720.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_721.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_722.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_723.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_724.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_725.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_726.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_727.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_728.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_729.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_73.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_730.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_731.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_732.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_733.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_734.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_735.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_736.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_737.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_738.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_739.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_74.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_740.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_741.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_742.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_743.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_744.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_745.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_746.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_747.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_748.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_749.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_75.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_750.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_751.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_752.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_753.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_754.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_755.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_756.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_757.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_758.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_759.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_76.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_760.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_761.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_762.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_763.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_764.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_765.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_766.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_767.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_768.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_769.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_77.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_770.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_771.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_772.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_773.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_774.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_775.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_776.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_777.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_778.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_779.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_78.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_780.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_781.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_782.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_783.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_784.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_785.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_786.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_787.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_788.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_789.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_79.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_790.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_791.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_792.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_793.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_794.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_795.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_796.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_797.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_798.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_799.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_8.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_80.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_800.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_801.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_802.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_803.jpg,meningioma,1,,val
data\brain_tumor\meningioma\Tr-me_804.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_805.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_806.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_807.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_808.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_809.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_81.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_810.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_811.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_812.jpg,meningioma,1,,test
data\brain_tumor\meningioma\Tr-me_813.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_814.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_815.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_816.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_817.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_818.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_819.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_82.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_820.jpg,meningioma,1,,train
data\brain_tumor\meningioma\Tr-me_821.jpg,meningioma,1,,train
